FirstRand,Standard_Bank,Naspers,Anglo_American,MTN_Group,Apple,Microsoft,Nvidia,USD_ZAR_Rate
6767.94482421875,19820.548828125,60595.37890625,43017.546875,10517.5576171875,193.1732177734375,392.1448059082031,59.836421966552734,19.193300247192383
6798.90771484375,19810.5625,63795.1328125,43673.8203125,10471.5908203125,192.50018310546875,395.7427673339844,61.32451629638672,18.91320037841797
6741.97607421875,19722.68359375,63445.1640625,43007.7265625,10106.8486328125,192.17359924316406,398.013671875,61.57936096191406,18.877979278564453
6886.80322265625,20182.05078125,64305.8984375,44133.61328125,10426.6220703125,190.44158935546875,397.089599609375,60.993709564208984,18.880399703979492
6689.0390625,19922.41015625,63655.14453125,44131.6484375,9992.9296875,189.75869750976562,402.78155517578125,62.42683792114258,18.757030487060547
6685.0439453125,19862.4921875,63706.9453125,44406.73046875,9645.1748046875,186.1066436767578,401.67071533203125,62.73564910888672,18.778499603271484
6783.92529296875,19946.376953125,62740.015625,44418.51953125,9547.244140625,182.50405883789062,390.84710693359375,61.489410400390625,18.779300689697266
6618.123046875,19801.576171875,63540.95703125,43531.3671875,9572.2265625,184.93875122070312,396.9421691894531,62.988494873046875,18.6135196685791
6635.10302734375,20105.15625,65275.0234375,42952.70703125,9473.296875,183.9391326904297,404.25616455078125,66.11959075927734,18.56529998779297
6614.1279296875,20008.291015625,65130.234375,42304.2890625,9316.408203125,185.7503204345703,398.78045654296875,69.2896499633789,18.882320404052734
6637.1005859375,20035.251953125,67560.640625,42825.97265625,9491.2841796875,187.35365295410156,398.6231384277344,68.18132019042969,19.048900604248047
6506.2568359375,19668.759765625,68461.3828125,41510.47265625,9365.373046875,187.46253967285156,407.0382080078125,70.05616760253906,18.81760025024414
6471.29833984375,19693.7265625,67533.453125,40909.2109375,9309.4130859375,186.38377380371094,407.0971374511719,69.59844970703125,18.898700714111328
6459.3125,19881.466796875,68550.375,40096.72265625,9224.4736328125,187.14683532714844,413.42816162109375,72.08894348144531,18.966400146484375
6432.3447265625,20005.294921875,68653.765625,41417.140625,9393.353515625,185.46212768554688,408.227783203125,72.203857421875,18.976049423217773
6390.39453125,19880.466796875,67398.65625,40977.0,9245.4580078125,183.37115478515625,399.4390869140625,72.08394622802734,18.89859962463379
6447.3271484375,20250.955078125,65996.5703125,40596.79296875,9283.4306640625,182.4891815185547,403.29986572265625,73.85486602783203,19.07659912109375
6317.48095703125,20295.890625,65916.578125,41290.40625,9221.474609375,182.2018280029297,400.4141540527344,72.61361694335938,19.028560638427734
6412.36767578125,20772.232421875,66102.3515625,42274.8125,9093.5654296875,180.66575622558594,397.9519348144531,72.56863403320312,18.939529418945312
